user_id,ad_source,campaign,campaign_id,platform,country,total_revenue,purchase_count,first_purchase_date,last_purchase_date,ltv_usd
100115,tiktok,unknown,TI67057,android,DE,30.0,1,2025-02-24,2025-02-24,30.0
100116,facebook,unknown,FA22630,ios,IT,80.0,1,2025-09-22,2025-09-22,80.0
100117,facebook,unknown,FA96959,ios,LU,155.0,1,2025-01-03,2025-01-03,155.0
100118,twitter,unknown,TW93971,ios,FI,215.0,1,2025-03-08,2025-03-08,215.0
100119,google,unknown,GO52063,ios,BG,125.0,1,2025-06-07,2025-06-07,125.0
100120,google,unknown,GO11605,ios,FR,50.0,1,2025-11-06,2025-11-06,50.0
100121,tiktok,unknown,TI84647,ios,SE,140.0,1,2025-04-16,2025-04-16,140.0
100122,twitter,unknown,TW30937,android,ES,125.0,1,2025-06-18,2025-06-18,125.0
100123,affiliate,unknown,AF64540,ios,SE,535.0,1,2025-10-07,2025-10-07,535.0
100124,affiliate,unknown,AF64279,android,HR,155.0,1,2025-10-02,2025-10-02,155.0
100125,google,unknown,GO43676,ios,HR,80.0,1,2025-02-13,2025-02-13,80.0
100126,affiliate,unknown,AF68673,ios,LU,590.0,1,2025-02-11,2025-02-11,590.0
100127,google,unknown,GO50850,ios,FR,85.0,1,2025-04-11,2025-04-11,85.0
100128,affiliate,unknown,AF31299,ios,DE,455.0,1,2025-04-09,2025-04-09,455.0
100129,affiliate,unknown,AF83490,ios,PL,60.0,1,2025-11-03,2025-11-03,60.0
100130,twitter,unknown,TW15990,android,LV,95.0,1,2025-11-18,2025-11-18,95.0
100131,facebook,unknown,FA23155,android,BG,100.0,1,2025-05-11,2025-05-11,100.0
100132,google,unknown,GO37929,android,BE,55.0,1,2025-04-27,2025-04-27,55.0
100133,google,unknown,GO92886,ios,SI,45.0,1,2025-12-01,2025-12-01,45.0
100134,affiliate,unknown,AF35624,ios,FI,110.0,1,2025-02-26,2025-02-26,110.0
100135,affiliate,unknown,AF20393,ios,IT,30.0,1,2025-06-16,2025-06-16,30.0
100136,twitter,unknown,TW14985,android,AT,55.0,1,2025-09-16,2025-09-16,55.0
100137,facebook,unknown,FA14804,ios,RO,75.0,1,2025-10-31,2025-10-31,75.0
100138,twitter,unknown,TW71263,ios,BE,100.0,1,2025-07-08,2025-07-08,100.0
100139,twitter,unknown,TW38618,android,LU,160.0,1,2025-10-30,2025-10-30,160.0
100140,tiktok,unknown,TI88749,ios,CY,95.0,1,2025-09-26,2025-09-26,95.0
100141,google,unknown,GO13912,ios,GR,50.0,1,2025-07-15,2025-07-15,50.0
100142,google,unknown,GO31306,ios,DK,95.0,1,2025-11-21,2025-11-21,95.0
100143,affiliate,unknown,AF61410,ios,HR,155.0,1,2025-08-23,2025-08-23,155.0
100144,twitter,unknown,TW14432,android,IE,105.0,1,2025-04-14,2025-04-14,105.0
100145,instagram,unknown,IN57137,ios,CZ,20.0,1,2025-12-04,2025-12-04,20.0
100146,tiktok,unknown,TI85010,ios,AT,15.0,1,2025-02-04,2025-02-04,15.0
100147,affiliate,unknown,AF93234,ios,DE,80.0,1,2025-05-28,2025-05-28,80.0
100148,affiliate,unknown,AF85920,android,SK,335.0,1,2025-11-02,2025-11-02,335.0
100149,google,unknown,GO98160,ios,CZ,155.0,1,2025-03-29,2025-03-29,155.0
100150,tiktok,unknown,TI80152,ios,BE,100.0,1,2025-07-31,2025-07-31,100.0
100151,instagram,unknown,IN80108,android,DK,40.0,1,2025-08-13,2025-08-13,40.0
100152,google,unknown,GO58245,android,FR,155.0,1,2025-10-29,2025-10-29,155.0
100153,instagram,unknown,IN87180,ios,AT,80.0,1,2025-12-19,2025-12-19,80.0
100154,tiktok,unknown,TI44657,ios,DE,110.0,1,2025-10-14,2025-10-14,110.0
100155,facebook,unknown,FA33981,android,SI,30.0,1,2025-04-02,2025-04-02,30.0
100156,google,unknown,GO53008,android,PL,90.0,1,2025-06-08,2025-06-08,90.0
100157,affiliate,unknown,AF30931,android,SE,240.0,1,2025-08-09,2025-08-09,240.0
100158,facebook,unknown,FA42974,android,HR,50.0,1,2025-07-04,2025-07-04,50.0
100159,instagram,unknown,IN44151,android,MT,100.0,1,2025-06-08,2025-06-08,100.0
100160,facebook,unknown,FA36718,android,HR,120.0,1,2025-03-27,2025-03-27,120.0
100161,google,unknown,GO92470,android,SK,95.0,1,2025-09-02,2025-09-02,95.0
100162,tiktok,unknown,TI39552,android,NL,90.0,1,2025-10-09,2025-10-09,90.0
100163,tiktok,unknown,TI86369,ios,MT,85.0,1,2025-12-17,2025-12-17,85.0
100164,google,unknown,GO82394,ios,BE,145.0,1,2025-03-15,2025-03-15,145.0
100165,facebook,unknown,FA66961,android,LT,45.0,1,2025-10-07,2025-10-07,45.0
100166,google,unknown,GO76139,ios,IE,70.0,1,2025-03-06,2025-03-06,70.0
100167,affiliate,unknown,AF72531,ios,DE,520.0,1,2025-08-07,2025-08-07,520.0
100168,affiliate,unknown,AF21889,android,HR,220.0,1,2025-12-02,2025-12-02,220.0
100169,twitter,unknown,TW18558,android,FR,190.0,1,2025-08-21,2025-08-21,190.0
100170,google,unknown,GO17604,android,HU,165.0,1,2025-07-31,2025-07-31,165.0
100171,twitter,unknown,TW22366,android,CY,165.0,1,2025-09-22,2025-09-22,165.0
100172,tiktok,unknown,TI82078,ios,PT,75.0,1,2025-03-03,2025-03-03,75.0
100173,affiliate,unknown,AF80435,android,SK,295.0,1,2025-06-12,2025-06-12,295.0
100174,twitter,unknown,TW95141,ios,MT,60.0,1,2025-12-06,2025-12-06,60.0
100175,tiktok,unknown,TI63106,android,LU,30.0,1,2025-09-21,2025-09-21,30.0
100176,google,unknown,GO65454,ios,FR,65.0,1,2025-07-09,2025-07-09,65.0
100177,tiktok,unknown,TI60844,ios,ES,85.0,1,2025-02-17,2025-02-17,85.0
100178,tiktok,unknown,TI51938,android,IT,75.0,1,2025-06-23,2025-06-23,75.0
100179,affiliate,unknown,AF78752,android,DK,505.0,1,2025-09-23,2025-09-23,505.0
100180,affiliate,unknown,AF54293,android,CZ,240.0,1,2025-07-08,2025-07-08,240.0
100181,google,unknown,GO93810,ios,LT,35.0,1,2025-02-20,2025-02-20,35.0
100182,facebook,unknown,FA20539,android,SE,35.0,1,2025-10-14,2025-10-14,35.0
100183,affiliate,unknown,AF69207,ios,FR,255.0,1,2025-06-28,2025-06-28,255.0
100184,instagram,unknown,IN79688,ios,CY,85.0,1,2025-12-03,2025-12-03,85.0
100185,facebook,unknown,FA40027,ios,EE,120.0,1,2025-09-24,2025-09-24,120.0
100186,twitter,unknown,TW78627,android,SI,60.0,1,2025-10-26,2025-10-26,60.0
100187,tiktok,unknown,TI42776,ios,IE,55.0,1,2025-10-18,2025-10-18,55.0
100188,affiliate,unknown,AF24184,ios,RO,60.0,1,2025-04-25,2025-04-25,60.0
100189,tiktok,unknown,TI94250,android,HU,50.0,1,2025-02-01,2025-02-01,50.0
100190,instagram,unknown,IN44498,ios,PL,100.0,1,2025-09-27,2025-09-27,100.0
100191,facebook,unknown,FA59768,ios,SI,135.0,1,2025-03-06,2025-03-06,135.0
100192,instagram,unknown,IN80226,android,CZ,65.0,1,2025-05-12,2025-05-12,65.0
100193,facebook,unknown,FA43871,android,LU,240.0,1,2025-02-21,2025-02-21,240.0
100194,facebook,unknown,FA74597,ios,IT,165.0,1,2025-01-02,2025-01-02,165.0
100195,tiktok,unknown,TI20662,ios,PT,100.0,1,2025-06-04,2025-06-04,100.0
100196,tiktok,unknown,TI67336,android,NL,30.0,1,2025-11-17,2025-11-17,30.0
100197,twitter,unknown,TW62942,android,IT,150.0,1,2025-06-24,2025-06-24,150.0
100198,affiliate,unknown,AF11107,ios,LV,165.0,1,2025-07-18,2025-07-18,165.0
100199,google,unknown,GO84285,android,SI,70.0,1,2025-09-21,2025-09-21,70.0
100200,affiliate,unknown,AF51268,ios,FI,275.0,1,2025-12-20,2025-12-20,275.0
100201,affiliate,unknown,AF37173,android,EE,345.0,1,2025-01-05,2025-01-05,345.0
100202,tiktok,unknown,TI80315,android,BG,15.0,1,2025-09-27,2025-09-27,15.0
100203,instagram,unknown,IN99732,android,FI,170.0,1,2025-05-23,2025-05-23,170.0
100204,google,unknown,GO35551,android,LU,275.0,1,2025-09-07,2025-09-07,275.0
100205,instagram,unknown,IN19577,ios,CY,125.0,1,2025-01-16,2025-01-16,125.0
100206,tiktok,unknown,TI69910,ios,RO,65.0,1,2025-01-09,2025-01-09,65.0
100207,affiliate,unknown,AF18139,ios,DK,565.0,1,2025-08-16,2025-08-16,565.0
100208,tiktok,unknown,TI12609,ios,IE,45.0,1,2025-11-12,2025-11-12,45.0
100209,twitter,unknown,TW22871,android,IT,165.0,1,2025-06-15,2025-06-15,165.0
100210,facebook,unknown,FA27838,android,DK,205.0,1,2025-10-23,2025-10-23,205.0
100211,tiktok,unknown,TI69063,android,SI,10.0,1,2025-04-16,2025-04-16,10.0
100212,twitter,unknown,TW10488,ios,HU,20.0,1,2025-01-02,2025-01-02,20.0
100213,facebook,unknown,FA64532,android,GR,120.0,1,2025-10-27,2025-10-27,120.0
100214,tiktok,unknown,TI31469,android,SE,145.0,1,2025-12-18,2025-12-18,145.0
100215,twitter,unknown,TW15150,android,SK,135.0,1,2025-03-31,2025-03-31,135.0
100216,tiktok,unknown,TI93500,ios,EE,85.0,1,2025-12-20,2025-12-20,85.0
100217,tiktok,unknown,TI72830,android,LV,85.0,1,2025-11-05,2025-11-05,85.0
100218,tiktok,unknown,TI13613,ios,DE,45.0,1,2025-06-12,2025-06-12,45.0
100219,affiliate,unknown,AF21243,android,CZ,205.0,1,2025-02-11,2025-02-11,205.0
100220,instagram,unknown,IN77066,android,NL,115.0,1,2025-07-17,2025-07-17,115.0
100221,tiktok,unknown,TI86600,ios,MT,25.0,1,2025-02-01,2025-02-01,25.0
100222,facebook,unknown,FA76115,ios,PL,40.0,1,2025-10-24,2025-10-24,40.0
100223,instagram,unknown,IN34368,android,IT,110.0,1,2025-01-06,2025-01-06,110.0
100224,facebook,unknown,FA98217,ios,FI,135.0,1,2025-07-10,2025-07-10,135.0
100225,google,unknown,GO14904,android,DK,195.0,1,2025-07-05,2025-07-05,195.0
100226,google,unknown,GO13811,android,DE,255.0,1,2025-01-02,2025-01-02,255.0
100227,google,unknown,GO73861,android,SI,45.0,1,2025-06-17,2025-06-17,45.0
100228,google,unknown,GO18254,android,SE,75.0,1,2025-05-16,2025-05-16,75.0
100229,tiktok,unknown,TI98201,ios,AT,70.0,1,2025-05-18,2025-05-18,70.0
100230,google,unknown,GO80566,ios,EE,120.0,1,2025-07-18,2025-07-18,120.0
100231,affiliate,unknown,AF61516,ios,BE,95.0,1,2025-11-15,2025-11-15,95.0
100232,instagram,unknown,IN95141,ios,DK,70.0,1,2025-04-01,2025-04-01,70.0
100233,twitter,unknown,TW62020,ios,CY,125.0,1,2025-06-02,2025-06-02,125.0
100234,instagram,unknown,IN68430,ios,LV,105.0,1,2025-04-04,2025-04-04,105.0
100235,twitter,unknown,TW23359,ios,DK,150.0,1,2025-02-27,2025-02-27,150.0
100236,affiliate,unknown,AF46362,android,FI,290.0,1,2025-09-10,2025-09-10,290.0
100237,instagram,unknown,IN20729,android,NL,35.0,1,2025-02-17,2025-02-17,35.0
100238,instagram,unknown,IN35026,ios,FR,65.0,1,2025-12-12,2025-12-12,65.0
100239,twitter,unknown,TW48510,ios,AT,140.0,1,2025-08-13,2025-08-13,140.0
100240,twitter,unknown,TW67115,android,PT,85.0,1,2025-05-27,2025-05-27,85.0
100241,tiktok,unknown,TI46790,android,RO,25.0,1,2025-02-26,2025-02-26,25.0
100242,facebook,unknown,FA62946,ios,MT,60.0,1,2025-12-13,2025-12-13,60.0
100243,facebook,unknown,FA13245,ios,RO,55.0,1,2025-12-02,2025-12-02,55.0
100244,affiliate,unknown,AF52671,android,NL,140.0,1,2025-06-24,2025-06-24,140.0
100245,twitter,unknown,TW61520,ios,ES,130.0,1,2025-02-04,2025-02-04,130.0
100246,google,unknown,GO73179,ios,LU,220.0,1,2025-08-04,2025-08-04,220.0
100247,affiliate,unknown,AF68718,android,GR,135.0,1,2025-08-03,2025-08-03,135.0
100248,twitter,unknown,TW80868,ios,PL,105.0,1,2025-03-31,2025-03-31,105.0
100249,facebook,unknown,FA48827,android,IE,130.0,1,2025-03-13,2025-03-13,130.0
100250,facebook,unknown,FA42458,android,IE,110.0,1,2025-07-12,2025-07-12,110.0
100251,affiliate,unknown,AF76302,android,SE,545.0,1,2025-10-23,2025-10-23,545.0
100252,affiliate,unknown,AF92894,android,CY,205.0,1,2025-02-16,2025-02-16,205.0
100253,instagram,unknown,IN56824,android,SK,95.0,1,2025-09-25,2025-09-25,95.0
100254,twitter,unknown,TW38300,android,ES,185.0,1,2025-03-31,2025-03-31,185.0
100255,tiktok,unknown,TI54472,android,IE,30.0,1,2025-05-21,2025-05-21,30.0
100256,google,unknown,GO16485,android,EE,155.0,1,2025-01-21,2025-01-21,155.0
100257,google,unknown,GO15001,ios,IT,80.0,1,2025-10-27,2025-10-27,80.0
100258,tiktok,unknown,TI40071,ios,MT,30.0,1,2025-07-26,2025-07-26,30.0
100259,google,unknown,GO38250,android,AT,185.0,1,2025-09-24,2025-09-24,185.0
100260,google,unknown,GO11321,android,CZ,160.0,1,2025-11-26,2025-11-26,160.0
100261,instagram,unknown,IN87088,android,GR,55.0,1,2025-09-15,2025-09-15,55.0
100262,google,unknown,GO23825,android,FI,180.0,1,2025-09-16,2025-09-16,180.0
100263,twitter,unknown,TW20770,android,AT,90.0,1,2025-09-01,2025-09-01,90.0
100264,facebook,unknown,FA96257,ios,EE,135.0,1,2025-07-03,2025-07-03,135.0
100265,tiktok,unknown,TI79488,android,LU,70.0,1,2025-06-14,2025-06-14,70.0
100266,affiliate,unknown,AF71889,ios,LV,250.0,1,2025-10-09,2025-10-09,250.0
100267,tiktok,unknown,TI44905,android,ES,90.0,1,2025-10-02,2025-10-02,90.0
100268,facebook,unknown,FA10965,ios,FR,55.0,1,2025-05-02,2025-05-02,55.0
100269,tiktok,unknown,TI57257,ios,RO,20.0,1,2025-10-04,2025-10-04,20.0
100270,google,unknown,GO24931,ios,PT,170.0,1,2025-09-17,2025-09-17,170.0
100271,tiktok,unknown,TI99020,android,LU,110.0,1,2025-12-02,2025-12-02,110.0
100272,tiktok,unknown,TI85515,android,SK,105.0,1,2025-03-15,2025-03-15,105.0
100273,google,unknown,GO22743,android,RO,80.0,1,2025-08-26,2025-08-26,80.0
100274,google,unknown,GO45331,android,FR,45.0,1,2025-11-04,2025-11-04,45.0
100275,instagram,unknown,IN77978,android,HR,55.0,1,2025-11-01,2025-11-01,55.0
100276,google,unknown,GO52238,ios,HR,35.0,1,2025-06-25,2025-06-25,35.0
100277,instagram,unknown,IN26283,ios,DK,185.0,1,2025-04-22,2025-04-22,185.0
100278,google,unknown,GO14018,android,SK,55.0,1,2025-12-10,2025-12-10,55.0
100279,facebook,unknown,FA36285,android,SE,115.0,1,2025-03-12,2025-03-12,115.0
100280,google,unknown,GO62779,ios,EE,95.0,1,2025-12-30,2025-12-30,95.0
100281,instagram,unknown,IN17570,android,FR,55.0,1,2025-01-06,2025-01-06,55.0
100282,affiliate,unknown,AF85922,ios,LU,440.0,1,2025-11-03,2025-11-03,440.0
100283,google,unknown,GO68422,ios,BE,175.0,1,2025-07-23,2025-07-23,175.0
100284,twitter,unknown,TW78660,ios,FR,35.0,1,2025-10-17,2025-10-17,35.0
100285,affiliate,unknown,AF42994,ios,SI,225.0,1,2025-09-22,2025-09-22,225.0
100286,facebook,unknown,FA40460,android,AT,155.0,1,2025-11-18,2025-11-18,155.0
100287,tiktok,unknown,TI53431,android,LV,75.0,1,2025-05-01,2025-05-01,75.0
100288,google,unknown,GO86680,android,CZ,100.0,1,2025-09-09,2025-09-09,100.0
100289,google,unknown,GO91858,ios,LV,105.0,1,2025-06-07,2025-06-07,105.0
100290,facebook,unknown,FA86523,ios,HU,50.0,1,2025-02-13,2025-02-13,50.0
100291,facebook,unknown,FA54893,android,MT,90.0,1,2025-08-01,2025-08-01,90.0
100292,instagram,unknown,IN19448,ios,CY,55.0,1,2025-07-08,2025-07-08,55.0
100293,facebook,unknown,FA92559,android,EE,90.0,1,2025-12-31,2025-12-31,90.0
100294,twitter,unknown,TW25975,ios,SI,70.0,1,2025-05-23,2025-05-23,70.0
100295,twitter,unknown,TW27244,android,NL,25.0,1,2025-04-26,2025-04-26,25.0
100296,twitter,unknown,TW93470,ios,HU,80.0,1,2025-08-10,2025-08-10,80.0
100297,tiktok,unknown,TI37677,android,FR,100.0,1,2025-06-03,2025-06-03,100.0
100298,google,unknown,GO10658,android,MT,70.0,1,2025-07-26,2025-07-26,70.0
100299,twitter,unknown,TW73272,ios,SK,110.0,1,2025-03-04,2025-03-04,110.0
100300,instagram,unknown,IN98361,ios,PL,85.0,1,2025-09-18,2025-09-18,85.0
100301,google,unknown,GO52975,ios,PT,160.0,1,2025-11-17,2025-11-17,160.0
100302,instagram,unknown,IN91298,ios,EE,90.0,1,2025-08-26,2025-08-26,90.0
100303,twitter,unknown,TW96688,ios,BG,115.0,1,2025-04-14,2025-04-14,115.0
100304,facebook,unknown,FA88011,ios,IE,40.0,1,2025-06-18,2025-06-18,40.0
100305,affiliate,unknown,AF75916,android,NL,255.0,1,2025-07-05,2025-07-05,255.0
