date_day,ad_source,campaign_id,campaign_name,country,platform,spend_usd,impressions,clicks,installs,conversions,revenue_usd
2025-08-06,instagram,in_0218,Reels Scale Aug,DE,ios,581.63,27114,584,54,16,0.0
2025-08-07,instagram,in_0219,Brand Reach Aug,IT,ios,503.77,35562,782,77,24,0.0
2025-08-08,instagram,in_0220,Stories Prospecting Aug,IT,android,571.96,20701,421,44,10,0.0
2025-08-09,instagram,in_0221,Reels Scale Aug,DE,android,473.0,18557,474,33,13,0.0
2025-08-10,instagram,in_0222,Brand Reach Aug,FR,android,316.81,16580,290,33,8,0.0
2025-08-11,instagram,in_0223,Stories Prospecting Aug,BE,ios,504.7,22837,419,32,13,0.0
2025-08-12,instagram,in_0224,Reels Scale Aug,ES,ios,546.11,24934,515,59,14,0.0
2025-08-13,instagram,in_0225,Brand Reach Aug,PT,android,471.88,26208,556,59,14,0.0
2025-08-14,instagram,in_0226,Stories Prospecting Aug,PT,android,408.62,29981,505,40,14,0.0
2025-08-15,instagram,in_0227,Reels Scale Aug,PT,ios,616.8,20946,498,47,15,0.0
2025-08-16,instagram,in_0228,Brand Reach Aug,NL,android,432.6,30934,626,73,17,0.0
2025-08-17,instagram,in_0229,Stories Prospecting Aug,IE,ios,381.66,14454,329,25,9,0.0
2025-08-18,instagram,in_0230,Reels Scale Aug,ES,android,441.97,17566,336,39,8,0.0
2025-08-19,instagram,in_0231,Brand Reach Aug,PT,android,504.17,29371,568,41,20,0.0
2025-08-20,instagram,in_0232,Stories Prospecting Aug,PT,android,594.97,30514,662,41,16,0.0
2025-08-21,instagram,in_0233,Reels Scale Aug,BE,android,472.1,21912,428,24,18,0.0
2025-08-22,instagram,in_0234,Brand Reach Aug,IE,android,545.53,26607,502,57,14,0.0
2025-08-23,instagram,in_0235,Stories Prospecting Aug,PT,ios,435.35,19450,423,50,15,0.0
2025-08-24,instagram,in_0236,Reels Scale Aug,ES,android,404.33,11565,268,16,7,0.0
2025-08-25,instagram,in_0237,Brand Reach Aug,NL,android,510.5,27618,557,59,17,0.0
2025-08-26,instagram,in_0238,Stories Prospecting Aug,NL,android,514.6,18895,418,23,12,0.0
2025-08-27,instagram,in_0239,Reels Scale Aug,ES,android,440.42,16221,300,16,8,0.0
2025-08-28,instagram,in_0240,Brand Reach Aug,ES,android,405.04,17724,391,23,9,0.0
2025-08-29,instagram,in_0241,Stories Prospecting Aug,SE,ios,561.49,35488,650,77,17,0.0
2025-08-30,instagram,in_0242,Reels Scale Aug,BE,android,505.41,16321,356,18,8,0.0
2025-08-31,instagram,in_0243,Brand Reach Aug,PL,android,453.72,27380,487,53,18,0.0
2025-09-01,instagram,in_0244,Stories Prospecting Sep,DE,ios,482.9,18290,394,39,10,0.0
2025-09-02,instagram,in_0245,Reels Scale Sep,DE,android,552.48,31828,755,76,28,0.0
2025-09-03,instagram,in_0246,Brand Reach Sep,ES,android,508.48,23205,490,25,14,0.0
2025-09-04,instagram,in_0247,Stories Prospecting Sep,ES,ios,441.16,47488,757,82,15,0.0
2025-09-05,instagram,in_0248,Reels Scale Sep,IT,android,470.87,26826,674,70,26,0.0
2025-09-06,instagram,in_0249,Brand Reach Sep,PT,android,414.94,30538,577,43,20,0.0
2025-09-07,instagram,in_0250,Stories Prospecting Sep,DE,android,486.53,36343,518,55,14,0.0
2025-09-08,instagram,in_0251,Reels Scale Sep,BE,ios,461.97,16009,420,37,11,0.0
2025-09-09,instagram,in_0252,Brand Reach Sep,ES,android,640.28,28946,547,37,14,0.0
2025-09-10,instagram,in_0253,Stories Prospecting Sep,ES,ios,553.7,27724,631,63,22,0.0
2025-09-11,instagram,in_0254,Reels Scale Sep,DE,ios,645.43,47862,1028,105,23,0.0
2025-09-12,instagram,in_0255,Brand Reach Sep,IT,android,629.5,68180,1799,192,47,0.0
2025-09-13,instagram,in_0256,Stories Prospecting Sep,PT,ios,465.23,18282,466,32,16,0.0
2025-09-14,instagram,in_0257,Reels Scale Sep,SE,ios,460.71,33304,519,50,20,0.0
2025-09-15,instagram,in_0258,Brand Reach Sep,DE,android,577.48,30777,679,40,18,0.0
2025-09-16,instagram,in_0259,Stories Prospecting Sep,NL,android,576.86,29194,513,55,14,0.0
2025-09-17,instagram,in_0260,Reels Scale Sep,SE,android,609.75,26954,552,32,14,0.0
2025-09-18,instagram,in_0261,Brand Reach Sep,FR,android,698.06,27667,557,49,19,0.0
2025-09-19,instagram,in_0262,Stories Prospecting Sep,BE,ios,604.3,24216,489,54,12,0.0
2025-09-20,instagram,in_0263,Reels Scale Sep,NL,ios,556.54,26121,446,42,12,0.0
2025-09-21,instagram,in_0264,Brand Reach Sep,FR,ios,516.42,23461,530,47,17,0.0
2025-09-22,instagram,in_0265,Stories Prospecting Sep,PL,android,527.33,27488,636,64,20,0.0
2025-09-23,instagram,in_0266,Reels Scale Sep,PL,android,594.98,32477,750,60,25,0.0
2025-09-24,instagram,in_0267,Brand Reach Sep,FR,android,606.23,25042,659,42,16,0.0
2025-09-25,instagram,in_0268,Stories Prospecting Sep,PT,android,624.36,30427,614,71,18,0.0
2025-09-26,instagram,in_0269,Reels Scale Sep,PT,ios,525.96,45222,815,47,25,0.0
2025-09-27,instagram,in_0270,Brand Reach Sep,IT,ios,525.26,27455,576,54,19,0.0
2025-09-28,instagram,in_0271,Stories Prospecting Sep,PT,android,417.44,31223,410,32,15,0.0
2025-09-29,instagram,in_0272,Reels Scale Sep,FR,android,541.72,22089,439,52,15,0.0
2025-09-30,instagram,in_0273,Brand Reach Sep,DE,android,606.39,39815,677,64,17,0.0
2025-10-01,instagram,in_0274,Stories Prospecting Oct,PT,android,568.15,36819,636,44,19,0.0
2025-10-02,instagram,in_0275,Reels Scale Oct,SE,android,487.92,33137,554,56,13,0.0
2025-10-03,instagram,in_0276,Brand Reach Oct,PL,android,454.75,22561,382,38,14,0.0
2025-10-04,instagram,in_0277,Stories Prospecting Oct,PT,ios,421.81,31733,677,79,19,0.0
2025-10-05,instagram,in_0278,Reels Scale Oct,ES,android,410.15,24381,377,35,11,0.0
2025-10-06,instagram,in_0279,Brand Reach Oct,NL,android,721.87,57765,1012,63,31,0.0
2025-10-07,instagram,in_0280,Stories Prospecting Oct,FR,android,472.9,25227,521,28,14,0.0
2025-10-08,instagram,in_0281,Reels Scale Oct,ES,ios,443.47,19614,385,39,13,0.0
2025-10-09,instagram,in_0282,Brand Reach Oct,IE,android,726.67,33312,811,78,27,0.0
2025-10-10,instagram,in_0283,Stories Prospecting Oct,ES,android,423.69,21450,443,30,13,0.0
