date_day,ad_source,campaign_id,campaign_name,country,platform,spend_usd,impressions,clicks,installs,conversions,revenue_usd
2025-02-01,twitter,tw_0032,Awareness Burst Feb,DE,android,246.54,18192,298,33,5,0.0
2025-02-02,twitter,tw_0033,Retention Wave Feb,IE,ios,306.46,15461,329,23,8,0.0
2025-02-03,twitter,tw_0034,Brand Pulse Feb,ES,ios,376.19,18614,313,20,8,0.0
2025-02-04,twitter,tw_0035,Awareness Burst Feb,PL,ios,368.89,27077,519,33,12,0.0
2025-02-05,twitter,tw_0036,Retention Wave Feb,SE,android,388.06,21592,458,45,11,0.0
2025-02-06,twitter,tw_0037,Brand Pulse Feb,IT,ios,316.05,17276,369,29,12,0.0
2025-02-07,twitter,tw_0038,Awareness Burst Feb,FR,android,342.13,22304,387,23,11,0.0
2025-02-08,twitter,tw_0039,Retention Wave Feb,FR,android,265.63,23835,267,18,9,0.0
2025-02-09,twitter,tw_0040,Brand Pulse Feb,ES,ios,222.9,10317,241,24,7,0.0
2025-02-10,twitter,tw_0041,Awareness Burst Feb,ES,ios,375.37,18065,297,15,6,0.0
2025-02-11,twitter,tw_0042,Retention Wave Feb,BE,android,325.24,18858,415,34,10,0.0
2025-02-12,twitter,tw_0043,Brand Pulse Feb,PT,android,353.12,20806,327,22,8,0.0
2025-02-13,twitter,tw_0044,Awareness Burst Feb,PL,android,469.44,31733,535,45,13,0.0
2025-02-14,twitter,tw_0045,Retention Wave Feb,BE,android,368.51,19650,363,25,11,0.0
2025-02-15,twitter,tw_0046,Brand Pulse Feb,PT,android,297.14,17869,323,28,6,0.0
2025-02-16,twitter,tw_0047,Awareness Burst Feb,PL,android,336.75,15723,379,39,10,0.0
2025-02-17,twitter,tw_0048,Retention Wave Feb,PT,ios,419.29,38689,501,58,17,0.0
2025-02-18,twitter,tw_0049,Brand Pulse Feb,PL,ios,447.61,30316,501,41,10,0.0
2025-02-19,twitter,tw_0050,Awareness Burst Feb,BE,android,330.94,22939,436,29,13,0.0
2025-02-20,twitter,tw_0051,Retention Wave Feb,IE,ios,446.76,27479,536,47,14,0.0
2025-02-21,twitter,tw_0052,Brand Pulse Feb,DE,android,350.43,35543,650,73,12,0.0
2025-02-22,twitter,tw_0053,Awareness Burst Feb,ES,android,245.27,14702,276,30,6,0.0
2025-02-23,twitter,tw_0054,Retention Wave Feb,PT,android,254.67,15283,325,21,11,0.0
2025-02-24,twitter,tw_0055,Brand Pulse Feb,IE,ios,412.37,28064,463,38,10,0.0
2025-02-25,twitter,tw_0056,Awareness Burst Feb,DE,android,395.11,30319,500,52,13,0.0
2025-02-26,twitter,tw_0057,Retention Wave Feb,IT,ios,421.1,20867,372,44,10,0.0
2025-02-27,twitter,tw_0058,Brand Pulse Feb,FR,ios,310.93,16885,342,21,7,0.0
2025-02-28,twitter,tw_0059,Awareness Burst Feb,IE,ios,340.02,26824,370,29,12,0.0
2025-03-01,twitter,tw_0060,Retention Wave Mar,PL,ios,243.65,8766,209,15,6,0.0
2025-03-02,twitter,tw_0061,Brand Pulse Mar,PT,ios,211.77,16301,278,32,8,0.0
2025-03-03,twitter,tw_0062,Awareness Burst Mar,DE,android,356.1,22563,366,19,9,0.0
2025-03-04,twitter,tw_0063,Retention Wave Mar,SE,android,436.1,36076,616,35,13,0.0
2025-03-05,twitter,tw_0064,Brand Pulse Mar,IT,ios,412.58,35079,519,53,11,0.0
2025-03-06,twitter,tw_0065,Awareness Burst Mar,SE,ios,318.16,25707,393,35,12,0.0
2025-03-07,twitter,tw_0066,Retention Wave Mar,IE,ios,415.35,19208,329,26,5,0.0
2025-03-08,twitter,tw_0067,Brand Pulse Mar,ES,ios,269.1,16797,328,20,10,0.0
2025-03-09,twitter,tw_0068,Awareness Burst Mar,PL,ios,305.53,13935,283,28,8,0.0
2025-03-10,twitter,tw_0069,Retention Wave Mar,DE,ios,398.33,22478,380,32,11,0.0
2025-03-11,twitter,tw_0070,Brand Pulse Mar,SE,ios,336.63,16224,279,16,7,0.0
2025-03-12,twitter,tw_0071,Awareness Burst Mar,ES,ios,312.79,17629,343,19,7,0.0
2025-03-13,twitter,tw_0072,Retention Wave Mar,IE,ios,389.47,43828,542,37,12,0.0
2025-03-14,twitter,tw_0073,Brand Pulse Mar,DE,android,348.14,26602,467,37,12,0.0
2025-03-15,twitter,tw_0074,Awareness Burst Mar,SE,ios,270.12,10445,222,17,6,0.0
2025-03-16,twitter,tw_0075,Retention Wave Mar,ES,android,318.74,12921,298,32,10,0.0
2025-03-17,twitter,tw_0076,Brand Pulse Mar,NL,android,346.26,16201,283,24,8,0.0
2025-03-18,twitter,tw_0077,Awareness Burst Mar,PL,android,376.14,21781,303,32,9,0.0
2025-03-19,twitter,tw_0078,Retention Wave Mar,BE,ios,308.74,18602,302,34,7,0.0
2025-03-20,twitter,tw_0079,Brand Pulse Mar,PT,ios,393.19,18876,412,39,13,0.0
2025-03-21,twitter,tw_0080,Awareness Burst Mar,ES,ios,309.69,12028,291,32,8,0.0
2025-03-22,twitter,tw_0081,Retention Wave Mar,DE,ios,276.93,21633,380,28,13,0.0
2025-03-23,twitter,tw_0082,Brand Pulse Mar,FR,android,216.03,17740,240,24,7,0.0
2025-03-24,twitter,tw_0083,Awareness Burst Mar,DE,android,414.93,23474,435,23,11,0.0
2025-03-25,twitter,tw_0084,Retention Wave Mar,PT,ios,361.68,16151,330,32,7,0.0
2025-03-26,twitter,tw_0085,Brand Pulse Mar,IT,android,380.13,28090,584,69,20,0.0
2025-03-27,twitter,tw_0086,Awareness Burst Mar,DE,ios,271.91,22460,431,27,9,0.0
2025-03-28,twitter,tw_0087,Retention Wave Mar,PT,android,364.67,12237,312,35,9,0.0
2025-03-29,twitter,tw_0088,Brand Pulse Mar,DE,ios,276.58,14449,261,24,8,0.0
2025-03-30,twitter,tw_0089,Awareness Burst Mar,SE,ios,341.8,14565,389,37,12,0.0
2025-03-31,twitter,tw_0090,Retention Wave Mar,IT,android,278.51,21782,323,18,7,0.0
2025-04-01,twitter,tw_0091,Brand Pulse Apr,NL,android,374.64,17505,394,32,8,0.0
2025-04-02,twitter,tw_0092,Awareness Burst Apr,NL,android,409.76,28653,615,68,20,0.0
2025-04-03,twitter,tw_0093,Retention Wave Apr,SE,android,297.41,17993,370,44,11,0.0
2025-04-04,twitter,tw_0094,Brand Pulse Apr,DE,android,362.45,20391,321,21,13,0.0
2025-04-05,twitter,tw_0095,Awareness Burst Apr,DE,ios,248.3,12401,219,13,5,0.0
2025-04-06,twitter,tw_0096,Retention Wave Apr,ES,android,294.51,16367,237,25,4,0.0
2025-04-07,twitter,tw_0097,Brand Pulse Apr,PL,ios,373.65,19774,360,25,7,0.0
2025-04-08,twitter,tw_0098,Awareness Burst Apr,IT,android,422.82,19070,361,31,8,0.0
2025-04-09,twitter,tw_0099,Retention Wave Apr,FR,android,365.4,26575,526,43,13,0.0
2025-04-10,twitter,tw_0100,Brand Pulse Apr,BE,android,322.53,31933,460,45,13,0.0
2025-04-11,twitter,tw_0101,Awareness Burst Apr,DE,android,385.78,57227,908,58,25,0.0
2025-04-12,twitter,tw_0102,Retention Wave Apr,NL,android,292.84,36758,424,43,10,0.0
2025-04-13,twitter,tw_0103,Brand Pulse Apr,IT,android,337.01,30141,550,63,12,0.0
2025-04-14,twitter,tw_0104,Awareness Burst Apr,IE,android,326.76,20597,307,35,8,0.0
2025-04-15,twitter,tw_0105,Retention Wave Apr,IE,android,423.81,18531,393,30,9,0.0
2025-04-16,twitter,tw_0106,Brand Pulse Apr,DE,android,365.44,32021,525,53,16,0.0
2025-04-17,twitter,tw_0107,Awareness Burst Apr,ES,android,369.13,28979,567,58,14,0.0
2025-04-18,twitter,tw_0108,Retention Wave Apr,IT,android,407.17,21518,363,39,8,0.0
2025-04-19,twitter,tw_0109,Brand Pulse Apr,BE,ios,271.03,12774,229,21,7,0.0
2025-04-20,twitter,tw_0110,Awareness Burst Apr,IE,ios,271.8,21515,374,19,12,0.0
2025-04-21,twitter,tw_0111,Retention Wave Apr,ES,ios,382.39,26723,385,20,13,0.0
2025-04-22,twitter,tw_0112,Brand Pulse Apr,ES,android,352.81,14184,292,22,6,0.0
2025-04-23,twitter,tw_0113,Awareness Burst Apr,PT,android,359.35,23381,359,29,11,0.0
2025-04-24,twitter,tw_0114,Retention Wave Apr,BE,android,336.76,12539,274,31,9,0.0
2025-04-25,twitter,tw_0115,Brand Pulse Apr,NL,android,341.62,33572,354,22,10,0.0
2025-04-26,twitter,tw_0116,Awareness Burst Apr,NL,ios,328.09,20091,331,28,7,0.0
2025-04-27,twitter,tw_0117,Retention Wave Apr,DE,android,373.1,20654,423,40,11,0.0
2025-04-28,twitter,tw_0118,Brand Pulse Apr,SE,android,288.04,24933,512,27,15,0.0
2025-04-29,twitter,tw_0119,Awareness Burst Apr,BE,android,432.7,42030,508,55,14,0.0
2025-04-30,twitter,tw_0120,Retention Wave Apr,SE,ios,393.93,27678,513,55,14,0.0
2025-05-01,twitter,tw_0121,Brand Pulse May,ES,ios,417.26,19806,366,18,11,0.0
2025-05-02,twitter,tw_0122,Awareness Burst May,DE,android,365.94,28163,528,30,19,0.0
2025-05-03,twitter,tw_0123,Retention Wave May,FR,ios,262.62,16920,284,28,10,0.0
2025-05-04,twitter,tw_0124,Brand Pulse May,SE,ios,284.51,19106,297,18,6,0.0
2025-05-05,twitter,tw_0125,Awareness Burst May,IT,ios,310.63,15958,295,28,5,0.0
2025-05-06,twitter,tw_0126,Retention Wave May,BE,android,273.45,14480,284,29,10,0.0
2025-05-07,twitter,tw_0127,Brand Pulse May,PL,android,353.1,12741,266,20,9,0.0
2025-05-08,twitter,tw_0128,Awareness Burst May,PT,android,369.95,20110,355,37,9,0.0
2025-05-09,twitter,tw_0129,Retention Wave May,PL,ios,342.94,22383,345,20,6,0.0
2025-05-10,twitter,tw_0130,Brand Pulse May,BE,ios,300.51,15125,304,29,10,0.0
2025-05-11,twitter,tw_0131,Awareness Burst May,NL,android,229.31,14771,203,24,5,0.0
2025-05-12,twitter,tw_0132,Retention Wave May,FR,android,409.78,38697,610,38,13,0.0
2025-05-13,twitter,tw_0133,Brand Pulse May,SE,android,349.08,26878,429,49,11,0.0
2025-05-14,twitter,tw_0134,Awareness Burst May,FR,ios,359.03,20986,375,36,10,0.0
2025-05-15,twitter,tw_0135,Retention Wave May,FR,android,392.75,26252,484,38,9,0.0
2025-05-16,twitter,tw_0136,Brand Pulse May,IT,android,328.8,14149,338,37,7,0.0
2025-05-17,twitter,tw_0137,Awareness Burst May,PL,ios,399.08,32505,645,76,17,0.0
2025-05-18,twitter,tw_0138,Retention Wave May,IT,android,343.91,12779,266,15,7,0.0
2025-05-19,twitter,tw_0139,Brand Pulse May,IT,android,418.56,24851,416,22,8,0.0
2025-05-20,twitter,tw_0140,Awareness Burst May,PT,android,364.57,25554,376,37,14,0.0
2025-05-21,twitter,tw_0141,Retention Wave May,SE,ios,321.46,24859,419,44,13,0.0
2025-05-22,twitter,tw_0142,Brand Pulse May,BE,android,382.01,21199,348,36,10,0.0
2025-05-23,twitter,tw_0143,Awareness Burst May,BE,ios,320.58,11802,286,29,8,0.0
2025-05-24,twitter,tw_0144,Retention Wave May,PT,android,302.3,15646,351,33,5,0.0
2025-05-25,twitter,tw_0145,Brand Pulse May,ES,ios,302.37,15632,322,17,9,0.0
2025-05-26,twitter,tw_0146,Awareness Burst May,DE,ios,418.75,33991,604,67,17,0.0
2025-05-27,twitter,tw_0147,Retention Wave May,BE,android,379.04,26982,381,24,10,0.0
2025-05-28,twitter,tw_0148,Brand Pulse May,PL,ios,364.46,22155,378,29,10,0.0
2025-05-29,twitter,tw_0149,Awareness Burst May,ES,android,426.34,23101,373,36,11,0.0
2025-05-30,twitter,tw_0150,Retention Wave May,SE,ios,351.21,21407,337,18,11,0.0
2025-05-31,twitter,tw_0151,Brand Pulse May,DE,android,270.94,11952,231,14,7,0.0
2025-06-01,twitter,tw_0152,Awareness Burst Jun,FR,ios,252.8,11692,273,18,6,0.0
2025-06-02,twitter,tw_0153,Retention Wave Jun,IE,ios,399.77,16656,404,48,13,0.0
2025-06-03,twitter,tw_0154,Brand Pulse Jun,IE,ios,333.49,20685,362,35,9,0.0
2025-06-04,twitter,tw_0155,Awareness Burst Jun,IT,android,305.34,17394,320,28,9,0.0
2025-06-05,twitter,tw_0156,Retention Wave Jun,SE,android,241.02,15104,288,25,8,0.0
2025-06-06,twitter,tw_0157,Brand Pulse Jun,NL,ios,283.51,18878,304,19,8,0.0
2025-06-07,twitter,tw_0158,Awareness Burst Jun,FR,ios,284.17,15145,335,33,8,0.0
2025-06-08,twitter,tw_0159,Retention Wave Jun,ES,android,294.57,13037,257,14,7,0.0
2025-06-09,twitter,tw_0160,Brand Pulse Jun,SE,ios,409.36,21711,400,23,11,0.0
2025-06-10,twitter,tw_0161,Awareness Burst Jun,ES,android,299.64,15387,305,32,4,0.0
2025-06-11,twitter,tw_0162,Retention Wave Jun,NL,android,355.17,24089,404,27,10,0.0
2025-06-12,twitter,tw_0163,Brand Pulse Jun,ES,android,392.25,19673,344,38,8,0.0
2025-06-13,twitter,tw_0164,Awareness Burst Jun,DE,android,225.77,10547,232,23,8,0.0
2025-06-14,twitter,tw_0165,Retention Wave Jun,NL,ios,360.34,16249,344,24,9,0.0
2025-06-15,twitter,tw_0166,Brand Pulse Jun,NL,ios,228.96,14131,264,23,6,0.0
2025-06-16,twitter,tw_0167,Awareness Burst Jun,IE,android,279.18,19962,277,24,8,0.0
2025-06-17,twitter,tw_0168,Retention Wave Jun,NL,ios,375.41,17585,452,47,12,0.0
2025-06-18,twitter,tw_0169,Brand Pulse Jun,FR,android,351.26,21408,420,33,12,0.0
2025-06-19,twitter,tw_0170,Awareness Burst Jun,NL,android,388.51,21570,456,31,7,0.0
2025-06-20,twitter,tw_0171,Retention Wave Jun,FR,ios,362.27,18913,290,24,7,0.0
2025-06-21,twitter,tw_0172,Brand Pulse Jun,PT,ios,283.8,14517,291,25,6,0.0
2025-06-22,twitter,tw_0173,Awareness Burst Jun,BE,ios,267.46,10995,221,21,7,0.0
2025-06-23,twitter,tw_0174,Retention Wave Jun,FR,ios,295.98,19488,376,31,11,0.0
2025-06-24,twitter,tw_0175,Brand Pulse Jun,DE,android,359.43,16209,355,19,9,0.0
2025-06-25,twitter,tw_0176,Awareness Burst Jun,NL,android,242.7,21755,285,29,7,0.0
2025-06-26,twitter,tw_0177,Retention Wave Jun,IT,ios,323.46,14584,321,32,8,0.0
2025-06-27,twitter,tw_0178,Brand Pulse Jun,FR,android,368.31,17267,297,34,7,0.0
2025-06-28,twitter,tw_0179,Awareness Burst Jun,IT,android,228.35,11152,188,12,4,0.0
2025-06-29,twitter,tw_0180,Retention Wave Jun,SE,ios,304.34,20694,379,38,7,0.0
2025-06-30,twitter,tw_0181,Brand Pulse Jun,PL,android,377.6,17700,348,41,11,0.0
2025-07-01,twitter,tw_0182,Awareness Burst Jul,DE,android,335.6,16020,304,24,6,0.0
2025-07-02,twitter,tw_0183,Retention Wave Jul,ES,android,324.95,20506,353,21,10,0.0
2025-07-03,twitter,tw_0184,Brand Pulse Jul,SE,android,357.79,20240,408,42,12,0.0
2025-07-04,twitter,tw_0185,Awareness Burst Jul,SE,android,361.89,16910,456,23,13,0.0
2025-07-05,twitter,tw_0186,Retention Wave Jul,ES,ios,262.74,13128,268,28,7,0.0
2025-07-06,twitter,tw_0187,Brand Pulse Jul,DE,android,350.85,28861,498,32,14,0.0
2025-07-07,twitter,tw_0188,Awareness Burst Jul,SE,android,402.86,20224,446,52,10,0.0
2025-07-08,twitter,tw_0189,Retention Wave Jul,DE,android,378.82,18650,393,37,8,0.0
2025-07-09,twitter,tw_0190,Brand Pulse Jul,IT,ios,397.13,30339,486,25,15,0.0
2025-07-10,twitter,tw_0191,Awareness Burst Jul,ES,ios,392.96,24120,534,35,16,0.0
2025-07-11,twitter,tw_0192,Retention Wave Jul,PT,ios,267.84,17425,248,20,8,0.0
2025-07-12,twitter,tw_0193,Brand Pulse Jul,PL,ios,369.29,20417,405,26,11,0.0
2025-07-13,twitter,tw_0194,Awareness Burst Jul,PL,android,217.21,13510,324,22,5,0.0
2025-07-14,twitter,tw_0195,Retention Wave Jul,PT,ios,341.89,25725,379,19,9,0.0
2025-07-15,twitter,tw_0196,Brand Pulse Jul,NL,android,280.55,16524,280,15,6,0.0
2025-07-16,twitter,tw_0197,Awareness Burst Jul,PT,android,361.58,27251,433,25,13,0.0
2025-07-17,twitter,tw_0198,Retention Wave Jul,IE,ios,352.65,15517,347,24,8,0.0
2025-07-18,twitter,tw_0199,Brand Pulse Jul,SE,android,343.43,21719,351,34,11,0.0
2025-07-19,twitter,tw_0200,Awareness Burst Jul,PL,android,162.78,9006,162,11,4,0.0
2025-07-20,twitter,tw_0201,Retention Wave Jul,DE,android,303.05,17664,344,20,9,0.0
2025-07-21,twitter,tw_0202,Brand Pulse Jul,PT,android,343.88,19013,403,47,11,0.0
2025-07-22,twitter,tw_0203,Awareness Burst Jul,ES,android,236.57,10321,210,24,6,0.0
2025-07-23,twitter,tw_0204,Retention Wave Jul,SE,ios,402.44,26488,406,21,8,0.0
2025-07-24,twitter,tw_0205,Brand Pulse Jul,PT,ios,325.04,26269,318,29,10,0.0
2025-07-25,twitter,tw_0206,Awareness Burst Jul,ES,android,296.79,13379,281,31,5,0.0
2025-07-26,twitter,tw_0207,Retention Wave Jul,NL,android,288.83,15684,286,33,6,0.0
2025-07-27,twitter,tw_0208,Brand Pulse Jul,PT,android,251.82,12423,248,14,6,0.0
2025-07-28,twitter,tw_0209,Awareness Burst Jul,DE,android,350.37,21533,349,31,10,0.0
2025-07-29,twitter,tw_0210,Retention Wave Jul,DE,ios,315.2,18286,329,25,7,0.0
2025-07-30,twitter,tw_0211,Brand Pulse Jul,BE,android,290.26,15517,344,19,12,0.0
2025-07-31,twitter,tw_0212,Awareness Burst Jul,SE,ios,278.85,18946,257,27,5,0.0
2025-08-01,twitter,tw_0213,Retention Wave Aug,FR,android,369.65,21264,370,41,15,0.0
2025-08-02,twitter,tw_0214,Brand Pulse Aug,PT,ios,276.2,23196,309,29,9,0.0
2025-08-03,twitter,tw_0215,Awareness Burst Aug,IT,ios,243.46,10054,221,13,7,0.0
2025-08-04,twitter,tw_0216,Retention Wave Aug,DE,android,304.95,12863,238,26,7,0.0
2025-08-05,twitter,tw_0217,Brand Pulse Aug,FR,ios,291.07,24480,370,19,11,0.0
2025-08-06,twitter,tw_0218,Awareness Burst Aug,IE,android,432.45,33478,437,44,10,0.0
2025-08-07,twitter,tw_0219,Retention Wave Aug,IT,ios,349.87,16198,296,18,6,0.0
2025-08-08,twitter,tw_0220,Brand Pulse Aug,FR,android,340.57,26036,480,51,15,0.0
2025-08-09,twitter,tw_0221,Awareness Burst Aug,BE,ios,330.51,19729,345,29,10,0.0
2025-08-10,twitter,tw_0222,Retention Wave Aug,NL,android,247.6,11942,263,25,7,0.0
2025-08-11,twitter,tw_0223,Brand Pulse Aug,FR,ios,281.07,21978,330,33,8,0.0
2025-08-12,twitter,tw_0224,Awareness Burst Aug,NL,ios,308.57,12251,249,21,6,0.0
2025-08-13,twitter,tw_0225,Retention Wave Aug,DE,android,340.06,13696,309,28,8,0.0
2025-08-14,twitter,tw_0226,Brand Pulse Aug,FR,ios,322.53,21104,343,20,11,0.0
2025-08-15,twitter,tw_0227,Awareness Burst Aug,NL,ios,315.92,21479,443,40,11,0.0
2025-08-16,twitter,tw_0228,Retention Wave Aug,DE,android,278.02,12566,284,22,8,0.0
2025-08-17,twitter,tw_0229,Brand Pulse Aug,FR,ios,255.17,22843,318,31,10,0.0
2025-08-18,twitter,tw_0230,Awareness Burst Aug,ES,ios,280.51,16680,269,24,7,0.0
2025-08-19,twitter,tw_0231,Retention Wave Aug,BE,android,366.31,28615,407,33,12,0.0
2025-08-20,twitter,tw_0232,Brand Pulse Aug,PT,android,318.91,16201,317,24,7,0.0
2025-08-21,twitter,tw_0233,Awareness Burst Aug,PT,android,317.57,11070,262,27,7,0.0
2025-08-22,twitter,tw_0234,Retention Wave Aug,PT,ios,355.25,23573,325,32,8,0.0
2025-08-23,twitter,tw_0235,Brand Pulse Aug,FR,ios,287.54,17485,316,20,10,0.0
2025-08-24,twitter,tw_0236,Awareness Burst Aug,BE,ios,228.53,9358,244,16,6,0.0
2025-08-25,twitter,tw_0237,Retention Wave Aug,BE,android,296.62,22707,367,31,8,0.0
2025-08-26,twitter,tw_0238,Brand Pulse Aug,BE,android,265.64,12192,243,18,7,0.0
2025-08-27,twitter,tw_0239,Awareness Burst Aug,PT,android,274.59,17311,343,21,8,0.0
2025-08-28,twitter,tw_0240,Retention Wave Aug,FR,android,344.95,24337,402,29,13,0.0
2025-08-29,twitter,tw_0241,Brand Pulse Aug,IT,android,307.77,20948,435,49,12,0.0
2025-08-30,twitter,tw_0242,Awareness Burst Aug,NL,android,234.98,12637,242,14,6,0.0
2025-08-31,twitter,tw_0243,Retention Wave Aug,SE,android,220.1,9590,170,11,4,0.0
2025-09-01,twitter,tw_0244,Brand Pulse Sep,PL,ios,418.85,27667,476,34,13,0.0
2025-09-02,twitter,tw_0245,Awareness Burst Sep,ES,android,334.26,17293,379,21,9,0.0
2025-09-03,twitter,tw_0246,Retention Wave Sep,PT,ios,366.91,22947,424,36,11,0.0
2025-09-04,twitter,tw_0247,Brand Pulse Sep,FR,android,351.09,22773,359,41,10,0.0
2025-09-05,twitter,tw_0248,Awareness Burst Sep,IT,ios,307.34,18182,300,22,13,0.0
2025-09-06,twitter,tw_0249,Retention Wave Sep,FR,android,308.88,11774,223,24,5,0.0
2025-09-07,twitter,tw_0250,Brand Pulse Sep,SE,android,296.23,13034,252,30,7,0.0
2025-09-08,twitter,tw_0251,Awareness Burst Sep,NL,ios,420.55,30533,421,23,13,0.0
2025-09-09,twitter,tw_0252,Retention Wave Sep,DE,android,384.74,23749,492,53,16,0.0
2025-09-10,twitter,tw_0253,Brand Pulse Sep,BE,android,291.89,17032,245,14,6,0.0
2025-09-11,twitter,tw_0254,Awareness Burst Sep,DE,ios,348.2,26508,333,29,9,0.0
2025-09-12,twitter,tw_0255,Retention Wave Sep,ES,android,348.96,24561,418,30,10,0.0
2025-09-13,twitter,tw_0256,Brand Pulse Sep,PT,ios,287.53,14880,283,32,10,0.0
2025-09-14,twitter,tw_0257,Awareness Burst Sep,IE,android,239.49,11758,246,21,6,0.0
2025-09-15,twitter,tw_0258,Retention Wave Sep,ES,ios,270.2,15941,232,14,6,0.0
2025-09-16,twitter,tw_0259,Brand Pulse Sep,IT,android,347.8,19756,334,32,7,0.0
2025-09-17,twitter,tw_0260,Awareness Burst Sep,PL,android,371.76,21149,447,26,13,0.0
2025-09-18,twitter,tw_0261,Retention Wave Sep,IT,android,294.42,16058,287,24,7,0.0
2025-09-19,twitter,tw_0262,Brand Pulse Sep,PT,ios,447.67,16789,360,32,12,0.0
2025-09-20,twitter,tw_0263,Awareness Burst Sep,BE,android,317.59,15349,307,16,7,0.0
2025-09-21,twitter,tw_0264,Retention Wave Sep,FR,android,270.52,22247,301,21,8,0.0
2025-09-22,twitter,tw_0265,Brand Pulse Sep,DE,android,457.26,33720,526,31,14,0.0
2025-09-23,twitter,tw_0266,Awareness Burst Sep,FR,android,278.09,9706,201,14,6,0.0
2025-09-24,twitter,tw_0267,Retention Wave Sep,PT,ios,303.69,23786,256,16,6,0.0
2025-09-25,twitter,tw_0268,Brand Pulse Sep,DE,ios,300.54,18086,372,27,6,0.0
2025-09-26,twitter,tw_0269,Awareness Burst Sep,IT,ios,413.46,22106,388,35,6,0.0
2025-09-27,twitter,tw_0270,Retention Wave Sep,FR,android,260.18,14235,219,18,5,0.0
2025-09-28,twitter,tw_0271,Brand Pulse Sep,NL,android,321.06,11624,289,24,9,0.0
2025-09-29,twitter,tw_0272,Awareness Burst Sep,FR,android,367.29,27115,417,33,13,0.0
2025-09-30,twitter,tw_0273,Retention Wave Sep,NL,android,325.31,21436,345,24,10,0.0
2025-10-01,twitter,tw_0274,Brand Pulse Oct,PT,android,361.24,34233,586,49,18,0.0
2025-10-02,twitter,tw_0275,Awareness Burst Oct,ES,android,295.39,18858,322,22,8,0.0
2025-10-03,twitter,tw_0276,Retention Wave Oct,SE,ios,396.77,21711,427,40,11,0.0
2025-10-04,twitter,tw_0277,Brand Pulse Oct,ES,ios,250.33,11728,226,17,6,0.0
2025-10-05,twitter,tw_0278,Awareness Burst Oct,FR,ios,254.92,25832,280,21,9,0.0
