user_id,purchase_date,platform,ad_source,campaign_id,purchase_amount,country
100069,2025-11-15,ios,affiliate,GO81900,210.00,RO
100070,2025-11-24,ios,affiliate,GO46003,400.00,CY
100071,2025-11-17,ios,affiliate,GO42125,120.00,IE
100072,2025-11-20,android,twitter,TW13238,180.00,FI
100073,2025-11-22,android,twitter,FA61009,240.00,PT
100074,2025-11-16,ios,twitter,AF05542,260.00,GR
100075,2025-11-14,ios,twitter,GO15472,220.00,HU
100076,2025-11-24,ios,twitter,TW50510,140.00,HU
100077,2025-11-16,ios,twitter,IN63767,260.00,ES
100078,2025-11-17,ios,twitter,TW46083,90.00,AT
100079,2025-11-25,ios,twitter,TI77344,100.00,HR
100080,2025-11-20,android,instagram,TW83567,200.00,CZ
100081,2025-11-17,android,instagram,GO62355,380.00,FR
100082,2025-11-18,android,twitter,GO84229,190.00,EE
100083,2025-11-14,android,twitter,IN67516,130.00,HU
100084,2025-11-15,android,affiliate,AF95794,90.00,GR
100085,2025-11-24,ios,facebook,TI53089,280.00,FI
100086,2025-11-21,ios,facebook,FA14683,400.00,LU
100087,2025-11-21,android,tiktok,AF10625,280.00,SI
100088,2025-11-14,android,tiktok,TI97901,330.00,CZ
100089,2025-11-22,android,tiktok,TW21967,160.00,SE
100090,2025-11-14,ios,google,IN68180,220.00,PT
100091,2025-11-22,ios,tiktok,IN83233,230.00,GR
100092,2025-11-19,ios,tiktok,GO21176,280.00,BE
100093,2025-11-25,ios,instagram,IN61184,70.00,IE
100094,2025-11-23,ios,instagram,GO98454,310.00,HU
100095,2025-11-19,android,affiliate,TW90265,360.00,HU
100096,2025-11-17,android,affiliate,GO85145,330.00,BE
100097,2025-11-18,ios,instagram,TW60486,320.00,IE
100098,2025-11-25,android,facebook,FA97377,150.00,HR
100099,2025-11-22,ios,google,GO23711,170.00,EE
100100,2025-11-21,ios,facebook,GO01330,390.00,NL
100101,2025-11-22,ios,facebook,TI07485,200.00,AT
100102,2025-11-23,ios,instagram,AF40873,250.00,LU
100103,2025-11-19,ios,instagram,IN63104,190.00,AT
100104,2025-11-16,ios,google,TW94909,160.00,ES
100105,2025-11-20,ios,instagram,AF03377,180.00,HR
100106,2025-11-24,ios,instagram,TI93030,190.00,RO
100107,2025-11-24,ios,affiliate,IN05637,330.00,DK
100108,2025-11-22,ios,affiliate,TI30028,140.00,LT
100109,2025-11-20,ios,affiliate,TI23848,320.00,PL
100110,2025-11-25,ios,affiliate,TW07529,150.00,AT
100111,2025-11-18,ios,twitter,TW83852,100.00,PT
100112,2025-11-14,ios,twitter,AF21644,290.00,HR
100113,2025-11-20,ios,twitter,IN40708,390.00,DE
100114,2025-11-23,android,twitter,AF46424,100.00,SI
100115,2025-11-19,android,twitter,GO13740,90.00,NL
100116,2025-11-14,android,twitter,TW29236,100.00,IE
100117,2025-11-22,android,instagram,IN54849,240.00,PL
100118,2025-11-25,ios,google,TW24254,140.00,CY
100119,2025-11-15,ios,google,TW87312,160.00,IT
100120,2025-11-16,android,facebook,FA95866,80.00,SK
100121,2025-11-17,android,facebook,TI26181,380.00,LU
100122,2025-11-13,android,facebook,TI51053,380.00,BG
100123,2025-11-19,android,affiliate,FA86042,160.00,LV
100124,2025-11-17,android,affiliate,AF45336,150.00,PL
100125,2025-11-17,android,affiliate,TI79045,230.00,ES
100126,2025-11-20,ios,instagram,IN52348,210.00,SE
100127,2025-11-22,android,instagram,AF10051,360.00,CZ
100128,2025-11-12,android,instagram,FA63610,310.00,IT
100129,2025-11-17,android,google,GO24524,90.00,BG
100130,2025-11-13,android,google,IN13370,360.00,SK
100131,2025-11-14,ios,tiktok,FA03364,300.00,FI
100132,2025-11-17,ios,tiktok,FA60192,200.00,GR
100133,2025-11-19,ios,google,TW05776,390.00,IT
100134,2025-11-18,android,google,FA34604,200.00,MT
100135,2025-11-16,android,google,AF63301,90.00,SE
100136,2025-11-22,android,google,AF07507,290.00,EE
100137,2025-11-24,android,facebook,AF24009,110.00,BE
100138,2025-11-25,android,facebook,TI99581,60.00,HR
100139,2025-11-19,android,twitter,TW44046,80.00,SE
100140,2025-11-23,android,facebook,GO51739,280.00,IT
100141,2025-11-17,android,tiktok,FA32413,120.00,DK
100142,2025-11-14,android,tiktok,TI12353,400.00,DE
100143,2025-11-15,ios,affiliate,IN93757,130.00,SI
100144,2025-11-15,ios,affiliate,GO35462,70.00,RO
100145,2025-11-25,ios,twitter,GO98334,310.00,PT
100146,2025-11-22,ios,twitter,IN09813,380.00,GR
100147,2025-11-15,ios,twitter,TI84233,90.00,NL
100148,2025-11-22,android,facebook,FA02092,150.00,IT
100149,2025-11-23,android,facebook,TW28910,320.00,LV
100150,2025-11-13,ios,affiliate,AF16798,260.00,CY
100151,2025-11-22,android,tiktok,GO65715,70.00,ES
100152,2025-11-14,android,facebook,TI09571,200.00,CY
100153,2025-11-20,android,facebook,IN29078,390.00,PT
100154,2025-11-15,android,facebook,IN19768,270.00,DE
100155,2025-11-22,android,facebook,TI57825,210.00,IE
100156,2025-11-24,android,facebook,FA55526,360.00,DE
100157,2025-11-18,android,facebook,GO07377,80.00,FI
100158,2025-11-17,ios,instagram,IN24255,190.00,HR
100159,2025-11-15,ios,instagram,AF41452,300.00,FI
100160,2025-11-18,ios,instagram,GO34942,110.00,GR
100161,2025-11-23,ios,tiktok,AF02583,80.00,SI
100162,2025-11-23,ios,tiktok,IN34740,110.00,CY
100163,2025-11-18,ios,tiktok,TW31365,350.00,FR
100164,2025-11-15,ios,tiktok,TW44141,130.00,DK
100165,2025-11-15,ios,instagram,AF24009,270.00,NL
100166,2025-11-13,ios,instagram,IN73539,110.00,SI
100167,2025-11-13,ios,instagram,AF93587,160.00,CY
100168,2025-11-16,ios,instagram,IN18940,90.00,PT
100169,2025-11-12,ios,instagram,AF74649,130.00,PL
100170,2025-11-25,ios,instagram,AF50521,120.00,BE
100171,2025-11-15,ios,instagram,FA51936,300.00,SI
100172,2025-11-19,ios,google,IN84895,90.00,HR
100173,2025-11-17,ios,google,FA91284,180.00,PL
100174,2025-11-18,android,instagram,AF87441,100.00,FR
100175,2025-11-13,android,instagram,GO26429,330.00,BG
100176,2025-11-22,ios,tiktok,FA92324,140.00,MT
100177,2025-11-13,android,tiktok,TI71780,330.00,HR
100178,2025-11-22,android,tiktok,FA59628,160.00,CZ
100179,2025-11-24,android,tiktok,AF33307,100.00,GR
100180,2025-11-14,android,tiktok,IN15088,220.00,IT
100181,2025-11-22,android,twitter,AF59454,290.00,RO
100182,2025-11-21,android,twitter,IN33702,370.00,CY
100183,2025-11-14,ios,instagram,GO55559,260.00,DE
100184,2025-11-20,ios,twitter,IN08384,240.00,HR
100185,2025-11-20,ios,twitter,GO89093,350.00,BG
100186,2025-11-20,android,instagram,FA33651,400.00,FR
100187,2025-11-19,android,instagram,IN86101,250.00,FR
100188,2025-11-21,android,facebook,TI59254,170.00,LT
100189,2025-11-23,android,facebook,TI41932,260.00,SI
100190,2025-11-22,android,facebook,TW07274,150.00,GR
100191,2025-11-21,android,facebook,TI85351,330.00,FR
100192,2025-11-17,ios,facebook,AF60886,300.00,IT
100193,2025-11-14,ios,facebook,GO13300,210.00,SI
100194,2025-11-21,ios,facebook,FA85582,340.00,DE
100195,2025-11-18,android,twitter,FA14760,180.00,DK
100196,2025-11-12,android,twitter,GO83226,110.00,EE
100197,2025-11-12,android,twitter,TW91708,350.00,BE
100198,2025-11-17,ios,instagram,IN80194,340.00,DK
100199,2025-11-24,ios,instagram,FA19070,250.00,DE
100200,2025-11-21,ios,instagram,AF90297,300.00,ES
100201,2025-11-19,ios,twitter,GO29534,390.00,IT
100202,2025-11-23,ios,twitter,TW33459,320.00,HU
100203,2025-11-14,ios,twitter,TW34162,70.00,LT
100204,2025-11-21,android,tiktok,GO52760,400.00,NL
100205,2025-11-22,android,twitter,TW51220,310.00,CY
100206,2025-11-20,android,instagram,AF63783,400.00,FR
100207,2025-11-21,android,instagram,TW86665,310.00,SE
100208,2025-11-17,ios,instagram,AF53114,130.00,IE
100209,2025-11-19,ios,twitter,TW28449,270.00,SE
100210,2025-11-12,ios,twitter,AF71293,390.00,SI
100211,2025-11-23,ios,instagram,AF86613,360.00,NL
100212,2025-11-25,ios,instagram,TI84449,100.00,RO
100213,2025-11-20,android,instagram,TW88961,220.00,PL
100214,2025-11-13,android,instagram,TI61496,290.00,LT
100215,2025-11-20,android,instagram,FA45780,140.00,IE
100216,2025-11-24,ios,tiktok,TW44880,210.00,PT
100217,2025-11-23,android,google,IN42529,390.00,BG
100218,2025-11-24,android,google,TW24089,180.00,FR
100219,2025-11-13,ios,google,GO61980,90.00,PT
100220,2025-11-17,ios,google,TI63767,310.00,PT
100221,2025-11-24,android,facebook,IN95814,400.00,CY
100222,2025-11-18,android,facebook,FA33392,400.00,MT
100223,2025-11-25,ios,instagram,FA33208,320.00,CZ
100224,2025-11-25,ios,instagram,IN73743,90.00,HU
100225,2025-11-12,android,instagram,TW45553,60.00,DK
100226,2025-11-18,android,affiliate,FA75509,350.00,LT
100227,2025-11-22,android,affiliate,TW51947,130.00,BG
100228,2025-11-16,android,affiliate,TW74862,80.00,LU
100229,2025-11-18,android,affiliate,GO16774,190.00,FR
100230,2025-11-21,android,google,AF33579,110.00,IE
100231,2025-11-25,android,tiktok,FA33398,180.00,FR
100232,2025-11-24,android,tiktok,TW25380,390.00,PT
100233,2025-11-14,ios,twitter,TW47447,400.00,FI
100234,2025-11-24,ios,twitter,TI75442,90.00,DK
100235,2025-11-25,ios,twitter,AF62400,330.00,IE
100236,2025-11-22,ios,instagram,GO22648,230.00,GR
100237,2025-11-18,android,facebook,GO66306,360.00,CZ
100238,2025-11-14,android,google,AF03133,280.00,ES
100239,2025-11-20,android,affiliate,TI64447,170.00,BG
100240,2025-11-18,ios,tiktok,TI29977,400.00,NL
100241,2025-11-22,ios,tiktok,GO88024,150.00,IT
100242,2025-11-16,ios,tiktok,TW50701,130.00,RO
100243,2025-11-19,ios,twitter,IN52864,280.00,SI
100244,2025-11-13,ios,twitter,FA05430,190.00,BE
100245,2025-11-19,android,affiliate,GO05968,260.00,CY
100246,2025-11-23,android,affiliate,FA91913,210.00,GR
100247,2025-11-23,android,affiliate,FA76777,360.00,FI
100248,2025-11-13,ios,facebook,IN16221,250.00,AT
100249,2025-11-16,ios,facebook,GO87673,360.00,PL
100250,2025-11-12,ios,affiliate,IN59997,220.00,HU
100251,2025-11-19,ios,affiliate,AF19731,380.00,IE
100252,2025-11-14,ios,affiliate,FA57741,340.00,NL
100253,2025-11-19,ios,affiliate,AF89367,250.00,FI
100254,2025-11-18,android,google,AF83515,60.00,FR
100255,2025-11-22,android,google,IN52038,120.00,DK
100256,2025-11-17,android,google,AF54755,90.00,RO
100257,2025-11-14,android,google,AF11713,200.00,AT
100258,2025-11-20,android,instagram,FA57798,160.00,AT
100259,2025-11-12,android,facebook,GO62066,370.00,IE
100260,2025-11-19,android,facebook,TW57097,190.00,DE
100261,2025-11-12,ios,tiktok,FA90911,380.00,IE
100262,2025-11-17,ios,tiktok,IN47171,230.00,HR
100263,2025-11-14,ios,tiktok,FA25146,110.00,MT
100264,2025-11-19,ios,tiktok,TI49651,280.00,SI
100265,2025-11-22,ios,tiktok,GO76380,260.00,CZ
100266,2025-11-24,android,affiliate,AF11684,400.00,FI
100267,2025-11-15,ios,affiliate,GO87008,260.00,HR
100268,2025-11-20,ios,affiliate,AF00961,190.00,PT
100269,2025-11-19,ios,affiliate,GO85458,170.00,CY
100270,2025-11-21,ios,affiliate,TW48590,290.00,EE
100271,2025-11-20,android,twitter,AF88342,380.00,PL
100272,2025-11-16,android,twitter,GO45448,300.00,PL
100273,2025-11-18,android,twitter,GO97957,180.00,DK
100274,2025-11-18,android,twitter,FA90343,310.00,LV
100275,2025-11-25,ios,facebook,TW19967,260.00,CY
100276,2025-11-21,ios,facebook,TI80300,380.00,BG
100277,2025-11-18,ios,facebook,GO40981,250.00,FR
100278,2025-11-22,ios,facebook,IN39120,310.00,NL
100279,2025-11-12,android,facebook,GO03610,230.00,DK
100280,2025-11-16,android,facebook,AF16330,300.00,DK
100281,2025-11-23,ios,instagram,AF23306,270.00,AT
100282,2025-11-20,ios,instagram,TW76349,160.00,MT
100283,2025-11-15,ios,instagram,AF71439,390.00,NL
100284,2025-11-16,ios,instagram,GO10592,350.00,AT
100285,2025-11-20,android,twitter,IN44234,80.00,AT
100286,2025-11-22,android,twitter,IN86393,170.00,SI
100287,2025-11-13,android,affiliate,IN25599,240.00,CY
100288,2025-11-12,android,affiliate,IN56743,370.00,PL
100289,2025-11-13,android,affiliate,GO86711,70.00,AT
100290,2025-11-13,android,affiliate,GO18689,70.00,PT
100291,2025-11-18,android,affiliate,GO08279,270.00,DE
100292,2025-11-16,ios,instagram,TI08526,370.00,SI
100293,2025-11-25,ios,instagram,FA65771,290.00,CY
100294,2025-11-19,ios,tiktok,IN61184,230.00,BG
100295,2025-11-12,ios,tiktok,AF87647,120.00,BE
100296,2025-11-19,ios,tiktok,GO41157,160.00,CZ
100297,2025-11-15,ios,tiktok,IN67845,120.00,EE
100298,2025-11-20,android,affiliate,TW70582,180.00,RO
100299,2025-11-17,android,affiliate,AF68069,380.00,CY
100300,2025-11-13,ios,instagram,TI59793,330.00,DE
100301,2025-11-17,ios,instagram,AF03301,120.00,SK
100302,2025-11-17,ios,instagram,FA09301,160.00,LT
100303,2025-11-21,android,tiktok,TI20188,140.00,LV
100304,2025-11-12,android,tiktok,AF00653,80.00,LV
100305,2025-11-25,android,tiktok,GO79566,130.00,PL
100306,2025-11-16,android,tiktok,TW97038,260.00,RO
100307,2025-11-23,android,tiktok,AF30900,110.00,HU
100308,2025-11-23,android,affiliate,GO59400,300.00,LV
100309,2025-11-16,android,affiliate,TW71940,300.00,SE
100310,2025-11-12,ios,facebook,IN15521,370.00,DK
100311,2025-11-20,android,tiktok,FA46087,380.00,LT
100312,2025-11-21,android,tiktok,GO16219,280.00,NL
100313,2025-11-20,android,tiktok,GO93731,290.00,SE
100314,2025-11-14,ios,affiliate,FA13006,80.00,DE
100315,2025-11-25,ios,affiliate,FA37892,130.00,DK
100316,2025-11-16,ios,instagram,TI73438,160.00,FR
100317,2025-11-16,ios,instagram,GO16718,160.00,IE
100318,2025-11-20,ios,instagram,IN66098,270.00,IT
100319,2025-11-17,android,instagram,GO52211,230.00,RO
100320,2025-11-20,android,instagram,IN48121,200.00,HU
100321,2025-11-19,android,instagram,FA44208,190.00,PT
100322,2025-11-21,ios,facebook,IN36376,380.00,ES
100323,2025-11-13,ios,google,TI03310,370.00,AT
100324,2025-11-22,ios,google,IN49637,330.00,DK
100325,2025-11-18,ios,google,AF51423,300.00,AT
100326,2025-11-16,ios,affiliate,GO57822,190.00,FR
100327,2025-11-20,ios,affiliate,GO01928,80.00,MT
100328,2025-11-24,ios,facebook,IN42527,280.00,FI
100329,2025-11-24,ios,facebook,TI02881,110.00,ES
100330,2025-11-23,ios,twitter,AF58085,280.00,ES
100331,2025-11-23,ios,twitter,FA12019,110.00,EE
100332,2025-11-20,ios,twitter,IN05887,150.00,HR
100333,2025-11-21,ios,twitter,FA52348,260.00,NL
100334,2025-11-13,ios,twitter,AF50989,200.00,BG
100335,2025-11-24,ios,twitter,FA04646,250.00,SI
100336,2025-11-19,ios,affiliate,TW49806,400.00,IE
100337,2025-11-25,android,instagram,FA94625,100.00,CY
100338,2025-11-23,android,instagram,GO15472,240.00,IT
100339,2025-11-19,ios,google,FA20975,280.00,IT
100340,2025-11-14,ios,google,IN48101,130.00,IE
100341,2025-11-25,android,twitter,TW44826,250.00,FI
100342,2025-11-25,android,twitter,IN67515,280.00,IT
100343,2025-11-18,android,twitter,TW76042,320.00,BG
100344,2025-11-14,android,twitter,IN24327,320.00,ES
100345,2025-11-22,ios,facebook,IN71117,320.00,BG
100346,2025-11-17,ios,facebook,FA85476,300.00,RO
100347,2025-11-25,ios,facebook,FA60817,70.00,HU
100348,2025-11-14,android,instagram,AF60676,190.00,GR
100349,2025-11-20,android,instagram,IN10431,320.00,NL
100350,2025-11-16,android,instagram,IN59572,210.00,CZ
100351,2025-11-25,android,instagram,IN01762,250.00,IT
100352,2025-11-23,android,affiliate,IN49384,110.00,HU
100353,2025-11-17,android,affiliate,TW52094,260.00,BE
100354,2025-11-19,android,affiliate,TW67444,120.00,LU
100355,2025-11-17,android,affiliate,GO49645,180.00,BG
100356,2025-11-20,ios,affiliate,TW75792,400.00,BE
100357,2025-11-14,android,google,AF91022,80.00,AT
100358,2025-11-19,android,google,AF75500,190.00,EE
100359,2025-11-23,ios,affiliate,TW88420,100.00,DK
100360,2025-11-22,ios,twitter,AF54755,200.00,DK
100361,2025-11-17,ios,twitter,IN25367,100.00,CY
100362,2025-11-12,ios,twitter,TI29740,100.00,FR
100363,2025-11-14,ios,twitter,FA69938,60.00,HU
100364,2025-11-24,android,instagram,TI97109,100.00,GR
100365,2025-11-14,android,instagram,IN65510,300.00,DK
100366,2025-11-18,android,google,IN96396,120.00,ES
100367,2025-11-14,android,google,FA11506,280.00,LU
100368,2025-11-15,android,google,TI50507,160.00,FR
100369,2025-11-22,android,google,FA03412,160.00,EE
100370,2025-11-22,android,google,AF40038,210.00,DK
100371,2025-11-19,ios,google,AF05840,160.00,GR
100372,2025-11-25,android,tiktok,GO30933,350.00,BG
100373,2025-11-13,android,tiktok,TW05582,90.00,LU
100374,2025-11-14,ios,affiliate,IN05295,190.00,MT
100375,2025-11-18,ios,affiliate,TW43116,240.00,NL
100376,2025-11-21,ios,affiliate,GO67889,400.00,CZ
100377,2025-11-25,ios,affiliate,GO38400,70.00,NL
100378,2025-11-18,ios,affiliate,GO46240,170.00,DK
100379,2025-11-20,android,twitter,AF95322,280.00,SK
100380,2025-11-23,android,facebook,GO00609,140.00,HU
100381,2025-11-19,android,facebook,FA86621,320.00,HR
100382,2025-11-21,ios,twitter,GO24482,400.00,MT
100383,2025-11-23,android,instagram,TI07485,260.00,EE
100384,2025-11-15,ios,facebook,TW64905,110.00,IE
100385,2025-11-24,ios,facebook,IN04833,140.00,BE
100386,2025-11-23,ios,facebook,TW34371,70.00,NL
100387,2025-11-24,ios,facebook,TW47278,340.00,DK
100388,2025-11-14,ios,google,FA49203,250.00,DE
100389,2025-11-22,android,affiliate,AF66165,210.00,AT
100390,2025-11-24,android,affiliate,AF37644,170.00,DE
100391,2025-11-12,android,affiliate,TI44603,240.00,LU
100392,2025-11-24,android,affiliate,IN20136,240.00,SI
100393,2025-11-12,android,facebook,IN41183,70.00,BE
100394,2025-11-24,ios,twitter,IN76111,280.00,LV
100395,2025-11-23,ios,twitter,TI83011,70.00,LT
100396,2025-11-17,android,twitter,AF60013,90.00,PT
100397,2025-11-24,android,twitter,IN07747,310.00,LU
100398,2025-11-24,android,twitter,TW35538,320.00,MT
100399,2025-11-20,android,twitter,AF92859,180.00,FR
100400,2025-11-14,android,facebook,FA62046,100.00,SK
100401,2025-11-15,android,affiliate,TI60332,200.00,LT
100402,2025-11-23,android,tiktok,TW15782,110.00,LV
100403,2025-11-14,ios,tiktok,TI29421,160.00,PT
100404,2025-11-25,ios,tiktok,TI64821,250.00,SK
100405,2025-11-23,ios,tiktok,GO53244,280.00,HR
100406,2025-11-14,android,instagram,AF10571,80.00,CY
100407,2025-11-23,android,instagram,AF40900,130.00,ES
100408,2025-11-24,android,instagram,TW00514,390.00,LT
100409,2025-11-16,android,instagram,TW51399,340.00,RO
100410,2025-11-24,android,instagram,IN78204,70.00,SI
100411,2025-11-12,android,twitter,IN81779,280.00,LT
100412,2025-11-23,android,twitter,FA38031,340.00,AT
100413,2025-11-16,android,twitter,FA65738,240.00,DK
100414,2025-11-14,ios,facebook,IN46710,350.00,CZ
100415,2025-11-18,ios,facebook,TI88598,80.00,NL
100416,2025-11-12,ios,facebook,FA71072,180.00,EE
100417,2025-11-12,ios,facebook,GO72137,170.00,LT
100418,2025-11-17,android,google,AF15939,280.00,CZ
100419,2025-11-20,android,google,TW51777,230.00,PL
100420,2025-11-19,android,google,GO47872,230.00,BG
100421,2025-11-22,android,google,GO47616,370.00,MT
100422,2025-11-15,ios,affiliate,GO48255,260.00,FR
100423,2025-11-13,ios,affiliate,IN14741,390.00,HU
100424,2025-11-14,android,instagram,FA10578,110.00,FI
100425,2025-11-16,android,instagram,FA10205,70.00,SI
100426,2025-11-13,ios,google,TW73925,280.00,AT
100427,2025-11-25,ios,google,GO39397,250.00,CY
100428,2025-11-16,ios,google,AF02460,80.00,MT
100429,2025-11-12,android,affiliate,AF01176,200.00,PT
100430,2025-11-12,android,affiliate,TI20673,120.00,RO
100431,2025-11-17,android,affiliate,FA19435,70.00,GR
100432,2025-11-24,android,affiliate,AF92339,390.00,BE
100433,2025-11-20,android,affiliate,IN51745,90.00,BG
100434,2025-11-16,android,affiliate,TI16500,190.00,GR
100435,2025-11-17,android,instagram,TW33952,160.00,BE
100436,2025-11-14,android,twitter,IN64418,320.00,HR
100437,2025-11-24,android,twitter,TW00606,270.00,LU
100438,2025-11-23,ios,affiliate,FA56560,170.00,SE
100439,2025-11-18,ios,instagram,TI06152,360.00,SE
100440,2025-11-21,ios,instagram,FA12159,200.00,CZ
100441,2025-11-12,android,twitter,TW62349,380.00,BE
100442,2025-11-17,android,twitter,IN91475,80.00,LT
100443,2025-11-24,android,twitter,FA06901,180.00,IE
100444,2025-11-20,ios,google,GO75022,310.00,LU
100445,2025-11-16,ios,google,IN20384,380.00,PL
100446,2025-11-15,android,instagram,TW86281,90.00,SI
100447,2025-11-23,android,instagram,TW07343,130.00,PL
100448,2025-11-18,android,instagram,GO96851,350.00,BE
100449,2025-11-24,android,instagram,IN40536,260.00,HR
100450,2025-11-21,android,affiliate,TI98799,110.00,MT
100451,2025-11-19,android,affiliate,TI15779,290.00,IT
100452,2025-11-16,android,google,TI21456,370.00,FI
100453,2025-11-12,android,google,GO03373,70.00,HU
100454,2025-11-23,android,google,GO11828,160.00,GR
100455,2025-11-21,android,google,TI28187,210.00,CZ
100456,2025-11-17,android,google,TI11939,260.00,SK
100457,2025-11-16,ios,tiktok,TI07308,70.00,EE
100458,2025-11-15,ios,tiktok,TI64447,140.00,PL
100459,2025-11-19,android,affiliate,IN34875,320.00,EE
100460,2025-11-20,android,affiliate,TW68570,140.00,IE
100461,2025-11-13,android,affiliate,IN17799,260.00,DE
100462,2025-11-21,ios,twitter,IN31500,320.00,LV
100463,2025-11-24,ios,twitter,GO62442,300.00,PT
100464,2025-11-12,ios,twitter,IN57958,230.00,FR
100465,2025-11-12,ios,twitter,AF94293,90.00,FR
100466,2025-11-21,android,tiktok,TI64447,70.00,NL
100467,2025-11-13,android,tiktok,GO71222,90.00,DK
100468,2025-11-16,android,tiktok,GO18234,190.00,IT
100469,2025-11-22,android,tiktok,AF82594,340.00,CY
100470,2025-11-20,ios,twitter,FA83158,270.00,BG
100471,2025-11-23,android,affiliate,GO32462,310.00,HU
100472,2025-11-12,android,affiliate,TI87928,390.00,FR
100473,2025-11-15,android,affiliate,FA70656,390.00,RO
100474,2025-11-17,android,affiliate,TW56856,70.00,FR
100475,2025-11-24,android,affiliate,TI53549,300.00,BG
100476,2025-11-17,ios,google,FA86724,270.00,HU
100477,2025-11-18,ios,instagram,TW50701,60.00,ES
100478,2025-11-21,ios,facebook,TW53644,320.00,BG
100479,2025-11-14,android,tiktok,AF07869,240.00,AT
100480,2025-11-18,android,tiktok,AF71527,340.00,IT
100481,2025-11-25,android,tiktok,TI50868,60.00,RO
100482,2025-11-20,android,tiktok,FA89966,110.00,HR
100483,2025-11-17,android,facebook,TW22427,180.00,DE
100484,2025-11-17,android,facebook,TI86368,70.00,CY
100485,2025-11-24,ios,instagram,AF31028,150.00,CY
100486,2025-11-14,ios,instagram,TW84663,300.00,MT
